July 5, 2017   14:42:36
Cyclic Voltammetry
File: 1cv pt-0.1m h2so4 aq + 5mm hcooh.bin
Data Source:  Experiment
Instrument Model:  CHI1000C
Header: 
Note: 

Init E (V) = -0.1
High E (V) = 1
Low E (V) = -0.1
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 10
Sample Interval (V) = 0.002
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001

Segment 1:

Segment 2:

Segment 3:
Ep = 0.644V
ip = 1.262e-4A
Ah = 1.566e-4C

Segment 4:

Segment 5:
Ep = 0.648V
ip = 2.561e-4A
Ah = 3.448e-4C

Segment 6:

Segment 7:
Ep = 0.650V
ip = 3.276e-4A
Ah = 4.331e-4C

Segment 8:

Segment 9:
Ep = 0.652V
ip = 3.682e-4A
Ah = 4.776e-4C

Segment 10:

Potential/V, Current/A, Charge/C, Time/s
0.226, 7.457e-4, 2.662e-2, 8.148e+1
0.224, 7.385e-4, 2.665e-2, 8.152e+1
0.222, 7.312e-4, 2.668e-2, 8.156e+1
0.220, 7.237e-4, 2.671e-2, 8.160e+1
0.218, 7.163e-4, 2.674e-2, 8.164e+1
0.216, 7.089e-4, 2.677e-2, 8.168e+1
0.214, 7.014e-4, 2.679e-2, 8.172e+1
0.212, 6.938e-4, 2.682e-2, 8.176e+1
0.210, 6.862e-4, 2.685e-2, 8.180e+1
0.208, 6.785e-4, 2.688e-2, 8.184e+1
0.206, 6.707e-4, 2.690e-2, 8.188e+1
0.204, 6.629e-4, 2.693e-2, 8.192e+1
0.202, 6.550e-4, 2.696e-2, 8.196e+1
0.200, 6.470e-4, 2.698e-2, 8.200e+1
0.198, 6.389e-4, 2.701e-2, 8.204e+1
0.196, 6.307e-4, 2.703e-2, 8.208e+1
0.194, 6.226e-4, 2.706e-2, 8.212e+1
0.192, 6.145e-4, 2.708e-2, 8.216e+1
0.190, 6.063e-4, 2.711e-2, 8.220e+1
0.188, 5.980e-4, 2.713e-2, 8.224e+1
0.186, 5.897e-4, 2.715e-2, 8.228e+1
0.184, 5.813e-4, 2.718e-2, 8.232e+1
0.182, 5.729e-4, 2.720e-2, 8.236e+1
0.180, 5.645e-4, 2.722e-2, 8.240e+1
0.178, 5.559e-4, 2.724e-2, 8.244e+1
0.176, 5.474e-4, 2.727e-2, 8.248e+1
0.174, 5.390e-4, 2.729e-2, 8.252e+1
0.172, 5.304e-4, 2.731e-2, 8.256e+1
0.170, 5.219e-4, 2.733e-2, 8.260e+1
0.168, 5.134e-4, 2.735e-2, 8.264e+1
0.166, 5.049e-4, 2.737e-2, 8.268e+1
0.164, 4.963e-4, 2.739e-2, 8.272e+1
0.162, 4.877e-4, 2.741e-2, 8.276e+1
0.160, 4.791e-4, 2.743e-2, 8.280e+1
0.158, 4.703e-4, 2.745e-2, 8.284e+1
0.156, 4.618e-4, 2.747e-2, 8.288e+1
0.154, 4.533e-4, 2.749e-2, 8.292e+1
0.152, 4.447e-4, 2.750e-2, 8.296e+1
0.150, 4.362e-4, 2.752e-2, 8.300e+1
0.148, 4.278e-4, 2.754e-2, 8.304e+1
0.146, 4.193e-4, 2.755e-2, 8.308e+1
0.144, 4.109e-4, 2.757e-2, 8.312e+1
0.142, 4.026e-4, 2.759e-2, 8.316e+1
0.140, 3.942e-4, 2.760e-2, 8.320e+1
0.138, 3.859e-4, 2.762e-2, 8.324e+1
0.136, 3.777e-4, 2.763e-2, 8.328e+1
0.134, 3.696e-4, 2.765e-2, 8.332e+1
0.132, 3.615e-4, 2.766e-2, 8.336e+1
0.130, 3.536e-4, 2.768e-2, 8.340e+1
0.128, 3.457e-4, 2.769e-2, 8.344e+1
0.126, 3.379e-4, 2.770e-2, 8.348e+1
0.124, 3.301e-4, 2.772e-2, 8.352e+1
0.122, 3.224e-4, 2.773e-2, 8.356e+1
0.120, 3.146e-4, 2.774e-2, 8.360e+1
0.118, 3.071e-4, 2.775e-2, 8.364e+1
0.116, 2.996e-4, 2.777e-2, 8.368e+1
0.114, 2.923e-4, 2.778e-2, 8.372e+1
0.112, 2.851e-4, 2.779e-2, 8.376e+1
0.110, 2.779e-4, 2.780e-2, 8.380e+1
0.108, 2.708e-4, 2.781e-2, 8.384e+1
0.106, 2.638e-4, 2.782e-2, 8.388e+1
0.104, 2.569e-4, 2.783e-2, 8.392e+1
0.102, 2.502e-4, 2.784e-2, 8.396e+1
0.100, 2.435e-4, 2.785e-2, 8.400e+1
0.098, 2.369e-4, 2.786e-2, 8.404e+1
0.096, 2.303e-4, 2.787e-2, 8.408e+1
0.094, 2.239e-4, 2.788e-2, 8.412e+1
0.092, 2.176e-4, 2.789e-2, 8.416e+1
0.090, 2.115e-4, 2.790e-2, 8.420e+1
0.088, 2.054e-4, 2.791e-2, 8.424e+1
0.086, 1.994e-4, 2.791e-2, 8.428e+1
0.084, 1.937e-4, 2.792e-2, 8.432e+1
0.082, 1.879e-4, 2.793e-2, 8.436e+1
0.080, 1.823e-4, 2.794e-2, 8.440e+1
0.078, 1.767e-4, 2.794e-2, 8.444e+1
0.076, 1.713e-4, 2.795e-2, 8.448e+1
0.074, 1.659e-4, 2.796e-2, 8.452e+1
0.072, 1.606e-4, 2.796e-2, 8.456e+1
0.070, 1.554e-4, 2.797e-2, 8.460e+1
0.068, 1.502e-4, 2.798e-2, 8.464e+1
0.066, 1.453e-4, 2.798e-2, 8.468e+1
0.064, 1.404e-4, 2.799e-2, 8.472e+1
0.062, 1.356e-4, 2.799e-2, 8.476e+1
0.060, 1.310e-4, 2.800e-2, 8.480e+1
0.058, 1.264e-4, 2.800e-2, 8.484e+1
0.056, 1.219e-4, 2.801e-2, 8.488e+1
0.054, 1.176e-4, 2.801e-2, 8.492e+1
0.052, 1.133e-4, 2.802e-2, 8.496e+1
0.050, 1.091e-4, 2.802e-2, 8.500e+1
0.048, 1.050e-4, 2.802e-2, 8.504e+1
0.046, 1.010e-4, 2.803e-2, 8.508e+1
0.044, 9.705e-5, 2.803e-2, 8.512e+1
0.042, 9.323e-5, 2.804e-2, 8.516e+1
0.040, 8.951e-5, 2.804e-2, 8.520e+1
0.038, 8.589e-5, 2.804e-2, 8.524e+1
0.036, 8.235e-5, 2.805e-2, 8.528e+1
0.034, 7.887e-5, 2.805e-2, 8.532e+1
0.032, 7.550e-5, 2.805e-2, 8.536e+1
0.030, 7.216e-5, 2.806e-2, 8.540e+1
0.028, 6.886e-5, 2.806e-2, 8.544e+1
0.026, 6.575e-5, 2.806e-2, 8.548e+1
0.024, 6.269e-5, 2.806e-2, 8.552e+1
0.022, 5.973e-5, 2.807e-2, 8.556e+1
0.020, 5.687e-5, 2.807e-2, 8.560e+1
0.018, 5.402e-5, 2.807e-2, 8.564e+1
0.016, 5.133e-5, 2.807e-2, 8.568e+1
0.014, 4.870e-5, 2.807e-2, 8.572e+1
0.012, 4.615e-5, 2.808e-2, 8.576e+1
0.010, 4.366e-5, 2.808e-2, 8.580e+1
0.008, 4.122e-5, 2.808e-2, 8.584e+1
0.006, 3.885e-5, 2.808e-2, 8.588e+1
0.004, 3.656e-5, 2.808e-2, 8.592e+1
0.002, 3.435e-5, 2.808e-2, 8.596e+1
0.000, 3.225e-5, 2.809e-2, 8.600e+1
-0.002, 3.024e-5, 2.809e-2, 8.604e+1
-0.004, 2.826e-5, 2.809e-2, 8.608e+1
-0.006, 2.633e-5, 2.809e-2, 8.612e+1
-0.008, 2.440e-5, 2.809e-2, 8.616e+1
-0.010, 2.259e-5, 2.809e-2, 8.620e+1
-0.012, 2.083e-5, 2.809e-2, 8.624e+1
-0.014, 1.911e-5, 2.809e-2, 8.628e+1
-0.016, 1.746e-5, 2.809e-2, 8.632e+1
-0.018, 1.587e-5, 2.809e-2, 8.636e+1
-0.020, 1.431e-5, 2.809e-2, 8.640e+1
-0.022, 1.283e-5, 2.809e-2, 8.644e+1
-0.024, 1.138e-5, 2.810e-2, 8.648e+1
-0.026, 1.002e-5, 2.810e-2, 8.652e+1
-0.028, 8.693e-6, 2.810e-2, 8.656e+1
-0.030, 7.404e-6, 2.810e-2, 8.660e+1
-0.032, 6.160e-6, 2.810e-2, 8.664e+1
-0.034, 4.917e-6, 2.810e-2, 8.668e+1
-0.036, 3.778e-6, 2.810e-2, 8.672e+1
-0.038, 2.663e-6, 2.810e-2, 8.676e+1
-0.040, 1.594e-6, 2.810e-2, 8.680e+1
-0.042, 5.462e-7, 2.810e-2, 8.684e+1
-0.044, -4.334e-7, 2.810e-2, 8.688e+1
-0.046, -1.462e-6, 2.810e-2, 8.692e+1
-0.048, -2.365e-6, 2.810e-2, 8.696e+1
-0.050, -3.270e-6, 2.810e-2, 8.700e+1
-0.052, -4.175e-6, 2.810e-2, 8.704e+1
-0.054, -4.967e-6, 2.810e-2, 8.708e+1
-0.056, -5.770e-6, 2.810e-2, 8.712e+1
-0.058, -6.583e-6, 2.810e-2, 8.716e+1
-0.060, -7.309e-6, 2.810e-2, 8.720e+1
-0.062, -8.021e-6, 2.810e-2, 8.724e+1
-0.064, -8.692e-6, 2.810e-2, 8.728e+1
-0.066, -9.365e-6, 2.809e-2, 8.732e+1
-0.068, -1.002e-5, 2.809e-2, 8.736e+1
-0.070, -1.064e-5, 2.809e-2, 8.740e+1
-0.072, -1.132e-5, 2.809e-2, 8.744e+1
-0.074, -1.185e-5, 2.809e-2, 8.748e+1
-0.076, -1.240e-5, 2.809e-2, 8.752e+1
-0.078, -1.294e-5, 2.809e-2, 8.756e+1
-0.080, -1.344e-5, 2.809e-2, 8.760e+1
-0.082, -1.393e-5, 2.809e-2, 8.764e+1
-0.084, -1.443e-5, 2.809e-2, 8.768e+1
-0.086, -1.485e-5, 2.809e-2, 8.772e+1
-0.088, -1.527e-5, 2.809e-2, 8.776e+1
-0.090, -1.566e-5, 2.809e-2, 8.780e+1
-0.092, -1.607e-5, 2.809e-2, 8.784e+1
-0.094, -1.645e-5, 2.809e-2, 8.788e+1
-0.096, -1.681e-5, 2.809e-2, 8.792e+1
-0.098, -1.722e-5, 2.809e-2, 8.796e+1
-0.100, -1.752e-5, 2.809e-2, 8.800e+1
-0.098, -1.005e-5, 2.808e-2, 8.804e+1
-0.096, -7.940e-6, 2.808e-2, 8.808e+1
-0.094, -6.963e-6, 2.808e-2, 8.812e+1
-0.092, -6.289e-6, 2.808e-2, 8.816e+1
-0.090, -5.715e-6, 2.808e-2, 8.820e+1
-0.088, -5.209e-6, 2.808e-2, 8.824e+1
-0.086, -4.772e-6, 2.808e-2, 8.828e+1
-0.084, -4.394e-6, 2.808e-2, 8.832e+1
-0.082, -3.986e-6, 2.808e-2, 8.836e+1
-0.080, -3.702e-6, 2.808e-2, 8.840e+1
-0.078, -3.403e-6, 2.808e-2, 8.844e+1
-0.076, -3.125e-6, 2.808e-2, 8.848e+1
-0.074, -2.860e-6, 2.808e-2, 8.852e+1
-0.072, -2.600e-6, 2.808e-2, 8.856e+1
-0.070, -2.332e-6, 2.808e-2, 8.860e+1
-0.068, -2.128e-6, 2.808e-2, 8.864e+1
-0.066, -1.880e-6, 2.808e-2, 8.868e+1
-0.064, -1.670e-6, 2.808e-2, 8.872e+1
-0.062, -1.461e-6, 2.808e-2, 8.876e+1
-0.060, -1.218e-6, 2.808e-2, 8.880e+1
-0.058, -1.018e-6, 2.808e-2, 8.884e+1
-0.056, -7.579e-7, 2.808e-2, 8.888e+1
-0.054, -5.788e-7, 2.808e-2, 8.892e+1
-0.052, -3.730e-7, 2.808e-2, 8.896e+1
-0.050, -1.314e-7, 2.808e-2, 8.900e+1
-0.048, 6.101e-8, 2.808e-2, 8.904e+1
-0.046, 2.719e-7, 2.808e-2, 8.908e+1
-0.044, 5.176e-7, 2.808e-2, 8.912e+1
-0.042, 7.080e-7, 2.808e-2, 8.916e+1
-0.040, 9.311e-7, 2.808e-2, 8.920e+1
-0.038, 1.138e-6, 2.808e-2, 8.924e+1
-0.036, 1.371e-6, 2.808e-2, 8.928e+1
-0.034, 1.592e-6, 2.808e-2, 8.932e+1
-0.032, 1.821e-6, 2.808e-2, 8.936e+1
-0.030, 2.088e-6, 2.808e-2, 8.940e+1
-0.028, 2.307e-6, 2.808e-2, 8.944e+1
-0.026, 2.542e-6, 2.808e-2, 8.948e+1
-0.024, 2.792e-6, 2.808e-2, 8.952e+1
-0.022, 3.036e-6, 2.808e-2, 8.956e+1
-0.020, 3.296e-6, 2.808e-2, 8.960e+1
-0.018, 3.589e-6, 2.808e-2, 8.964e+1
-0.016, 3.838e-6, 2.808e-2, 8.968e+1
-0.014, 4.118e-6, 2.808e-2, 8.972e+1
-0.012, 4.391e-6, 2.808e-2, 8.976e+1
-0.010, 4.672e-6, 2.808e-2, 8.980e+1
-0.008, 4.969e-6, 2.808e-2, 8.984e+1
-0.006, 5.279e-6, 2.808e-2, 8.988e+1
-0.004, 5.592e-6, 2.808e-2, 8.992e+1
-0.002, 5.900e-6, 2.808e-2, 8.996e+1
-0.000, 6.221e-6, 2.808e-2, 9.000e+1
0.002, 6.578e-6, 2.808e-2, 9.004e+1
0.004, 6.909e-6, 2.809e-2, 9.008e+1
0.006, 7.245e-6, 2.809e-2, 9.012e+1
0.008, 7.624e-6, 2.809e-2, 9.016e+1
0.010, 7.969e-6, 2.809e-2, 9.020e+1
0.012, 8.350e-6, 2.809e-2, 9.024e+1
0.014, 8.736e-6, 2.809e-2, 9.028e+1
0.016, 9.133e-6, 2.809e-2, 9.032e+1
0.018, 9.527e-6, 2.809e-2, 9.036e+1
0.020, 9.942e-6, 2.809e-2, 9.040e+1
0.022, 1.037e-5, 2.809e-2, 9.044e+1
0.024, 1.081e-5, 2.809e-2, 9.048e+1
0.026, 1.125e-5, 2.809e-2, 9.052e+1
0.028, 1.172e-5, 2.809e-2, 9.056e+1
0.030, 1.220e-5, 2.809e-2, 9.060e+1
0.032, 1.269e-5, 2.809e-2, 9.064e+1
0.034, 1.322e-5, 2.809e-2, 9.068e+1
0.036, 1.374e-5, 2.809e-2, 9.072e+1
0.038, 1.428e-5, 2.809e-2, 9.076e+1
0.040, 1.483e-5, 2.809e-2, 9.080e+1
0.042, 1.539e-5, 2.809e-2, 9.084e+1
0.044, 1.595e-5, 2.809e-2, 9.088e+1
0.046, 1.655e-5, 2.809e-2, 9.092e+1
0.048, 1.717e-5, 2.810e-2, 9.096e+1
0.050, 1.781e-5, 2.810e-2, 9.100e+1
0.052, 1.847e-5, 2.810e-2, 9.104e+1
0.054, 1.915e-5, 2.810e-2, 9.108e+1
0.056, 1.984e-5, 2.810e-2, 9.112e+1
0.058, 2.056e-5, 2.810e-2, 9.116e+1
0.060, 2.129e-5, 2.810e-2, 9.120e+1
0.062, 2.203e-5, 2.810e-2, 9.124e+1
0.064, 2.281e-5, 2.810e-2, 9.128e+1
0.066, 2.360e-5, 2.810e-2, 9.132e+1
0.068, 2.443e-5, 2.810e-2, 9.136e+1
0.070, 2.526e-5, 2.810e-2, 9.140e+1
0.072, 2.613e-5, 2.811e-2, 9.144e+1
0.074, 2.702e-5, 2.811e-2, 9.148e+1
0.076, 2.792e-5, 2.811e-2, 9.152e+1
0.078, 2.884e-5, 2.811e-2, 9.156e+1
0.080, 2.982e-5, 2.811e-2, 9.160e+1
0.082, 3.076e-5, 2.811e-2, 9.164e+1
0.084, 3.168e-5, 2.811e-2, 9.168e+1
0.086, 3.272e-5, 2.811e-2, 9.172e+1
0.088, 3.376e-5, 2.812e-2, 9.176e+1
0.090, 3.487e-5, 2.812e-2, 9.180e+1
0.092, 3.599e-5, 2.812e-2, 9.184e+1
0.094, 3.714e-5, 2.812e-2, 9.188e+1
0.096, 3.832e-5, 2.812e-2, 9.192e+1
0.098, 3.957e-5, 2.812e-2, 9.196e+1
0.100, 4.082e-5, 2.812e-2, 9.200e+1
0.102, 4.209e-5, 2.813e-2, 9.204e+1
0.104, 4.340e-5, 2.813e-2, 9.208e+1
0.106, 4.475e-5, 2.813e-2, 9.212e+1
0.108, 4.612e-5, 2.813e-2, 9.216e+1
0.110, 4.754e-5, 2.813e-2, 9.220e+1
0.112, 4.898e-5, 2.814e-2, 9.224e+1
0.114, 5.046e-5, 2.814e-2, 9.228e+1
0.116, 5.193e-5, 2.814e-2, 9.232e+1
0.118, 5.348e-5, 2.814e-2, 9.236e+1
0.120, 5.507e-5, 2.814e-2, 9.240e+1
0.122, 5.670e-5, 2.815e-2, 9.244e+1
0.124, 5.837e-5, 2.815e-2, 9.248e+1
0.126, 6.007e-5, 2.815e-2, 9.252e+1
0.128, 6.181e-5, 2.815e-2, 9.256e+1
0.130, 6.356e-5, 2.816e-2, 9.260e+1
0.132, 6.538e-5, 2.816e-2, 9.264e+1
0.134, 6.722e-5, 2.816e-2, 9.268e+1
0.136, 6.913e-5, 2.816e-2, 9.272e+1
0.138, 7.115e-5, 2.817e-2, 9.276e+1
0.140, 7.313e-5, 2.817e-2, 9.280e+1
0.142, 7.514e-5, 2.817e-2, 9.284e+1
0.144, 7.717e-5, 2.818e-2, 9.288e+1
0.146, 7.925e-5, 2.818e-2, 9.292e+1
0.148, 8.140e-5, 2.818e-2, 9.296e+1
0.150, 8.357e-5, 2.819e-2, 9.300e+1
0.152, 8.575e-5, 2.819e-2, 9.304e+1
0.154, 8.799e-5, 2.819e-2, 9.308e+1
0.156, 9.030e-5, 2.820e-2, 9.312e+1
0.158, 9.258e-5, 2.820e-2, 9.316e+1
0.160, 9.493e-5, 2.820e-2, 9.320e+1
0.162, 9.737e-5, 2.821e-2, 9.324e+1
0.164, 9.977e-5, 2.821e-2, 9.328e+1
0.166, 1.022e-4, 2.822e-2, 9.332e+1
0.168, 1.047e-4, 2.822e-2, 9.336e+1
0.170, 1.073e-4, 2.822e-2, 9.340e+1
0.172, 1.099e-4, 2.823e-2, 9.344e+1
0.174, 1.125e-4, 2.823e-2, 9.348e+1
0.176, 1.152e-4, 2.824e-2, 9.352e+1
0.178, 1.178e-4, 2.824e-2, 9.356e+1
0.180, 1.206e-4, 2.825e-2, 9.360e+1
0.182, 1.233e-4, 2.825e-2, 9.364e+1
0.184, 1.261e-4, 2.826e-2, 9.368e+1
0.186, 1.289e-4, 2.826e-2, 9.372e+1
0.188, 1.318e-4, 2.827e-2, 9.376e+1
0.190, 1.346e-4, 2.827e-2, 9.380e+1
0.192, 1.375e-4, 2.828e-2, 9.384e+1
0.194, 1.404e-4, 2.828e-2, 9.388e+1
0.196, 1.434e-4, 2.829e-2, 9.392e+1
0.198, 1.464e-4, 2.830e-2, 9.396e+1
0.200, 1.494e-4, 2.830e-2, 9.400e+1
0.202, 1.525e-4, 2.831e-2, 9.404e+1
0.204, 1.556e-4, 2.831e-2, 9.408e+1
0.206, 1.587e-4, 2.832e-2, 9.412e+1
0.208, 1.618e-4, 2.833e-2, 9.416e+1
0.210, 1.648e-4, 2.833e-2, 9.420e+1
0.212, 1.680e-4, 2.834e-2, 9.424e+1
0.214, 1.711e-4, 2.835e-2, 9.428e+1
0.216, 1.742e-4, 2.835e-2, 9.432e+1
0.218, 1.773e-4, 2.836e-2, 9.436e+1
0.220, 1.804e-4, 2.837e-2, 9.440e+1
0.222, 1.836e-4, 2.838e-2, 9.444e+1
0.224, 1.868e-4, 2.838e-2, 9.448e+1
0.226, 1.900e-4, 2.839e-2, 9.452e+1
0.228, 1.931e-4, 2.840e-2, 9.456e+1
0.230, 1.961e-4, 2.841e-2, 9.460e+1
0.232, 1.992e-4, 2.841e-2, 9.464e+1
0.234, 2.023e-4, 2.842e-2, 9.468e+1
0.236, 2.054e-4, 2.843e-2, 9.472e+1
0.238, 2.086e-4, 2.844e-2, 9.476e+1
0.240, 2.117e-4, 2.845e-2, 9.480e+1
0.242, 2.147e-4, 2.846e-2, 9.484e+1
0.244, 2.178e-4, 2.846e-2, 9.488e+1
0.246, 2.208e-4, 2.847e-2, 9.492e+1
0.248, 2.239e-4, 2.848e-2, 9.496e+1
0.250, 2.269e-4, 2.849e-2, 9.500e+1
0.252, 2.299e-4, 2.850e-2, 9.504e+1
0.254, 2.328e-4, 2.851e-2, 9.508e+1
0.256, 2.359e-4, 2.852e-2, 9.512e+1
0.258, 2.388e-4, 2.853e-2, 9.516e+1
0.260, 2.417e-4, 2.854e-2, 9.520e+1
0.262, 2.445e-4, 2.855e-2, 9.524e+1
0.264, 2.473e-4, 2.856e-2, 9.528e+1
0.266, 2.500e-4, 2.857e-2, 9.532e+1
0.268, 2.527e-4, 2.858e-2, 9.536e+1
0.270, 2.554e-4, 2.859e-2, 9.540e+1
0.272, 2.580e-4, 2.860e-2, 9.544e+1
0.274, 2.606e-4, 2.861e-2, 9.548e+1
0.276, 2.632e-4, 2.862e-2, 9.552e+1
0.278, 2.657e-4, 2.863e-2, 9.556e+1
0.280, 2.681e-4, 2.864e-2, 9.560e+1
0.282, 2.705e-4, 2.865e-2, 9.564e+1
0.284, 2.729e-4, 2.866e-2, 9.568e+1
0.286, 2.752e-4, 2.867e-2, 9.572e+1
0.288, 2.774e-4, 2.869e-2, 9.576e+1
0.290, 2.796e-4, 2.870e-2, 9.580e+1
0.292, 2.818e-4, 2.871e-2, 9.584e+1
0.294, 2.839e-4, 2.872e-2, 9.588e+1
0.296, 2.859e-4, 2.873e-2, 9.592e+1
0.298, 2.879e-4, 2.874e-2, 9.596e+1
0.300, 2.898e-4, 2.875e-2, 9.600e+1
0.302, 2.917e-4, 2.877e-2, 9.604e+1
0.304, 2.935e-4, 2.878e-2, 9.608e+1
0.306, 2.953e-4, 2.879e-2, 9.612e+1
0.308, 2.970e-4, 2.880e-2, 9.616e+1
0.310, 2.986e-4, 2.881e-2, 9.620e+1
0.312, 3.002e-4, 2.882e-2, 9.624e+1
0.314, 3.018e-4, 2.884e-2, 9.628e+1
0.316, 3.032e-4, 2.885e-2, 9.632e+1
0.318, 3.047e-4, 2.886e-2, 9.636e+1
0.320, 3.060e-4, 2.887e-2, 9.640e+1
0.322, 3.073e-4, 2.889e-2, 9.644e+1
0.324, 3.086e-4, 2.890e-2, 9.648e+1
0.326, 3.098e-4, 2.891e-2, 9.652e+1
0.328, 3.110e-4, 2.892e-2, 9.656e+1
0.330, 3.121e-4, 2.894e-2, 9.660e+1
0.332, 3.131e-4, 2.895e-2, 9.664e+1
0.334, 3.141e-4, 2.896e-2, 9.668e+1
0.336, 3.150e-4, 2.897e-2, 9.672e+1
0.338, 3.159e-4, 2.899e-2, 9.676e+1
0.340, 3.168e-4, 2.900e-2, 9.680e+1
0.342, 3.177e-4, 2.901e-2, 9.684e+1
0.344, 3.184e-4, 2.902e-2, 9.688e+1
0.346, 3.191e-4, 2.904e-2, 9.692e+1
0.348, 3.197e-4, 2.905e-2, 9.696e+1
0.350, 3.203e-4, 2.906e-2, 9.700e+1
0.352, 3.209e-4, 2.907e-2, 9.704e+1
0.354, 3.215e-4, 2.909e-2, 9.708e+1
0.356, 3.219e-4, 2.910e-2, 9.712e+1
0.358, 3.223e-4, 2.911e-2, 9.716e+1
0.360, 3.227e-4, 2.913e-2, 9.720e+1
0.362, 3.231e-4, 2.914e-2, 9.724e+1
0.364, 3.234e-4, 2.915e-2, 9.728e+1
0.366, 3.236e-4, 2.917e-2, 9.732e+1
0.368, 3.239e-4, 2.918e-2, 9.736e+1
0.370, 3.241e-4, 2.919e-2, 9.740e+1
0.372, 3.242e-4, 2.920e-2, 9.744e+1
0.374, 3.244e-4, 2.922e-2, 9.748e+1
0.376, 3.245e-4, 2.923e-2, 9.752e+1
0.378, 3.246e-4, 2.924e-2, 9.756e+1
0.380, 3.246e-4, 2.926e-2, 9.760e+1
0.382, 3.246e-4, 2.927e-2, 9.764e+1
0.384, 3.246e-4, 2.928e-2, 9.768e+1
0.386, 3.246e-4, 2.929e-2, 9.772e+1
0.388, 3.245e-4, 2.931e-2, 9.776e+1
0.390, 3.244e-4, 2.932e-2, 9.780e+1
0.392, 3.244e-4, 2.933e-2, 9.784e+1
0.394, 3.242e-4, 2.935e-2, 9.788e+1
0.396, 3.241e-4, 2.936e-2, 9.792e+1
0.398, 3.239e-4, 2.937e-2, 9.796e+1
0.400, 3.237e-4, 2.939e-2, 9.800e+1
0.402, 3.235e-4, 2.940e-2, 9.804e+1
0.404, 3.234e-4, 2.941e-2, 9.808e+1
0.406, 3.232e-4, 2.942e-2, 9.812e+1
0.408, 3.229e-4, 2.944e-2, 9.816e+1
0.410, 3.227e-4, 2.945e-2, 9.820e+1
0.412, 3.224e-4, 2.946e-2, 9.824e+1
0.414, 3.222e-4, 2.948e-2, 9.828e+1
0.416, 3.219e-4, 2.949e-2, 9.832e+1
0.418, 3.217e-4, 2.950e-2, 9.836e+1
0.420, 3.214e-4, 2.951e-2, 9.840e+1
0.422, 3.211e-4, 2.953e-2, 9.844e+1
0.424, 3.208e-4, 2.954e-2, 9.848e+1
0.426, 3.205e-4, 2.955e-2, 9.852e+1
0.428, 3.202e-4, 2.957e-2, 9.856e+1
0.430, 3.199e-4, 2.958e-2, 9.860e+1
0.432, 3.197e-4, 2.959e-2, 9.864e+1
0.434, 3.194e-4, 2.960e-2, 9.868e+1
0.436, 3.191e-4, 2.962e-2, 9.872e+1
0.438, 3.189e-4, 2.963e-2, 9.876e+1
0.440, 3.186e-4, 2.964e-2, 9.880e+1
0.442, 3.184e-4, 2.966e-2, 9.884e+1
0.444, 3.181e-4, 2.967e-2, 9.888e+1
0.446, 3.179e-4, 2.968e-2, 9.892e+1
0.448, 3.177e-4, 2.969e-2, 9.896e+1
0.450, 3.175e-4, 2.971e-2, 9.900e+1
0.452, 3.173e-4, 2.972e-2, 9.904e+1
0.454, 3.172e-4, 2.973e-2, 9.908e+1
0.456, 3.171e-4, 2.974e-2, 9.912e+1
0.458, 3.170e-4, 2.976e-2, 9.916e+1
0.460, 3.169e-4, 2.977e-2, 9.920e+1
0.462, 3.168e-4, 2.978e-2, 9.924e+1
0.464, 3.168e-4, 2.980e-2, 9.928e+1
0.466, 3.168e-4, 2.981e-2, 9.932e+1
0.468, 3.169e-4, 2.982e-2, 9.936e+1
0.470, 3.169e-4, 2.983e-2, 9.940e+1
0.472, 3.171e-4, 2.985e-2, 9.944e+1
0.474, 3.172e-4, 2.986e-2, 9.948e+1
0.476, 3.174e-4, 2.987e-2, 9.952e+1
0.478, 3.176e-4, 2.988e-2, 9.956e+1
0.480, 3.179e-4, 2.990e-2, 9.960e+1
0.482, 3.182e-4, 2.991e-2, 9.964e+1
0.484, 3.185e-4, 2.992e-2, 9.968e+1
0.486, 3.189e-4, 2.993e-2, 9.972e+1
0.488, 3.193e-4, 2.995e-2, 9.976e+1
0.490, 3.198e-4, 2.996e-2, 9.980e+1
0.492, 3.203e-4, 2.997e-2, 9.984e+1
0.494, 3.209e-4, 2.999e-2, 9.988e+1
0.496, 3.216e-4, 3.000e-2, 9.992e+1
0.498, 3.222e-4, 3.001e-2, 9.996e+1
0.500, 3.230e-4, 3.002e-2, 1.000e+2
0.502, 3.238e-4, 3.004e-2, 1.000e+2
0.504, 3.246e-4, 3.005e-2, 1.001e+2
0.506, 3.256e-4, 3.006e-2, 1.001e+2
0.508, 3.266e-4, 3.008e-2, 1.002e+2
0.510, 3.277e-4, 3.009e-2, 1.002e+2
0.512, 3.288e-4, 3.010e-2, 1.002e+2
0.514, 3.300e-4, 3.012e-2, 1.003e+2
0.516, 3.313e-4, 3.013e-2, 1.003e+2
0.518, 3.326e-4, 3.014e-2, 1.004e+2
0.520, 3.341e-4, 3.016e-2, 1.004e+2
0.522, 3.356e-4, 3.017e-2, 1.004e+2
0.524, 3.371e-4, 3.018e-2, 1.005e+2
0.526, 3.388e-4, 3.020e-2, 1.005e+2
0.528, 3.406e-4, 3.021e-2, 1.006e+2
0.530, 3.425e-4, 3.022e-2, 1.006e+2
0.532, 3.445e-4, 3.024e-2, 1.006e+2
